AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.3888888888888889,0.34615384615384615,0.32,1.0,0.4848484811753903,0.3220551311969757,1,0.642634614425547
0.38888888888888895,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.28082767128944397,2,0.6220094941410363
0.5277777777777778,0.6538461538461539,0.46153846153846156,0.75,0.5714285667120181,0.3112199604511261,3,0.6240800087358437
0.5277777777777778,0.6538461538461539,0.46153846153846156,0.75,0.5714285667120181,0.32123956084251404,4,0.6229689676387637
0.5208333333333334,0.46153846153846156,0.36363636363636365,1.0,0.5333333294222222,0.25916364789009094,5,0.6159079554034215
0.5,0.46153846153846156,0.36363636363636365,1.0,0.5333333294222222,0.27899447083473206,6,0.627333485028323
0.5763888888888888,0.6923076923076923,0.5,0.75,0.5999999952,0.2936883568763733,7,0.6136062612720564
0.4861111111111111,0.5384615384615384,0.375,0.75,0.49999999555555563,0.2890239357948303,8,0.6226632215228736
0.5,0.6153846153846154,0.42857142857142855,0.75,0.5454545408264463,0.31567224860191345,9,0.6148799435765135
0.5069444444444444,0.5769230769230769,0.4,0.75,0.5217391258979208,0.30421531200408936,10,0.6140150702467152
