AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6397058823529411,0.76,0.6666666666666666,0.5,0.5714285665306124,0.30740877985954285,1,0.6320347785949707
0.6029411764705882,0.6,0.4375,0.875,0.583333328888889,0.28571248054504395,2,0.6283748832721154
0.5514705882352942,0.48,0.38095238095238093,1.0,0.5517241339357908,0.37562379240989685,3,0.6158614858840276
0.6397058823529411,0.68,0.5,0.75,0.5999999952,0.12410300970077515,4,0.6259468938540487
0.625,0.64,0.46153846153846156,0.75,0.5714285667120181,0.06660360097885132,5,0.6150348846194813
0.6176470588235294,0.68,0.5,0.625,0.555555550617284,0.1975865662097931,6,0.6219607400662691
0.625,0.68,0.5,0.625,0.555555550617284,0.25933441519737244,7,0.6045988242603043
0.625,0.72,0.5555555555555556,0.625,0.5882352891349482,0.24723073840141296,8,0.6161935879188833
0.6544117647058824,0.64,0.46153846153846156,0.75,0.5714285667120181,0.4313197731971741,9,0.6083976105578894
0.5882352941176471,0.68,0.5,0.625,0.555555550617284,0.13383623957633972,10,0.6165923927594157
