AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.3055555555555556,0.34615384615384615,0.32,1.0,0.4848484811753903,0.23192718625068665,1,0.6242460427330989
0.4027777777777778,0.34615384615384615,0.32,1.0,0.4848484811753903,0.23414500057697296,2,0.6260138078063142
0.4305555555555556,0.34615384615384615,0.32,1.0,0.4848484811753903,0.1829068511724472,3,0.6234767916155797
0.4583333333333333,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.2111630141735077,4,0.6195669589089412
0.4027777777777778,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.14116953313350677,5,0.6134503407805574
0.38888888888888895,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.14705221354961395,6,0.6134891404825098
0.4097222222222222,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.09642050415277481,7,0.6190674164715935
0.3680555555555555,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.20918194949626923,8,0.6136321396219964
0.4444444444444445,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.07192560285329819,9,0.6132632318665
0.42361111111111116,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.08301500976085663,10,0.6131833820950752
