AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.4444444444444444,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3127993941307068,1,1.0104843224307485
0.4375,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.18060371279716492,2,0.6479524140264473
0.35416666666666674,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3838269114494324,3,0.601737399895986
0.36111111111111116,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3112822473049164,4,0.6261994201763004
0.3125,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.2554507553577423,5,0.6252851912788316
0.3055555555555556,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.25056058168411255,6,0.658579522488164
0.28472222222222227,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.25233301520347595,7,0.6283231424350365
0.35416666666666663,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.2491760402917862,8,0.6161319368025836
0.3125,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3263550102710724,9,0.629232729766883
0.375,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3579075336456299,10,0.6282899373886632
