AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6736111111111112,0.5,0.38095238095238093,1.0,0.5517241339357908,0.4684436619281769,1,0.6758525418300255
0.6319444444444444,0.6153846153846154,0.42857142857142855,0.75,0.5454545408264463,0.44387203454971313,2,0.6619964931525436
0.5972222222222223,0.7307692307692307,0.5714285714285714,0.5,0.5333333283555556,0.42657923698425293,3,0.6501130268854254
0.5277777777777778,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.39989107847213745,4,0.6388594841255861
0.7083333333333333,0.5384615384615384,0.4,1.0,0.5714285673469389,0.34874576330184937,5,0.628636858626908
0.5277777777777779,0.6923076923076923,0.5,0.5,0.4999999950000001,0.38400882482528687,6,0.621231463025598
0.5902777777777778,0.7307692307692307,0.5714285714285714,0.5,0.5333333283555556,0.34386417269706726,7,0.6234592199325562
0.5277777777777779,0.6923076923076923,0.5,0.5,0.4999999950000001,0.35925304889678955,8,0.6140944653866338
0.5277777777777779,0.6923076923076923,0.5,0.5,0.4999999950000001,0.35976433753967285,9,0.6169682121744343
0.5625,0.7307692307692307,0.5714285714285714,0.5,0.5333333283555556,0.3207104206085205,10,0.6166375746913985
