AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6349206349206349,0.6,0.4,0.8571428571428571,0.5454545411157026,0.500108003616333,1,0.6993037757364292
0.7142857142857143,0.8,0.6666666666666666,0.5714285714285714,0.6153846104142012,0.48440584540367126,2,0.6843893713164098
0.6904761904761905,0.72,0.5,0.5714285714285714,0.5333333283555556,0.46684563159942627,3,0.6724559728381703
0.7222222222222222,0.8,0.6666666666666666,0.5714285714285714,0.6153846104142012,0.45130154490470886,4,0.6604571255665381
0.7619047619047619,0.88,1.0,0.5714285714285714,0.7272727226446282,0.39352867007255554,5,0.6451335126913867
0.7301587301587301,0.8,0.6666666666666666,0.5714285714285714,0.6153846104142012,0.39481911063194275,6,0.6321385653273573
0.7380952380952381,0.8,0.6666666666666666,0.5714285714285714,0.6153846104142012,0.34800979495048523,7,0.6301421442078156
0.746031746031746,0.88,1.0,0.5714285714285714,0.7272727226446282,0.3370172679424286,8,0.6244249529051549
0.7619047619047619,0.88,1.0,0.5714285714285714,0.7272727226446282,0.3372163772583008,9,0.6236666516192908
0.746031746031746,0.88,1.0,0.5714285714285714,0.7272727226446282,0.34156081080436707,10,0.6170906742799629
