AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.5972222222222222,0.5384615384615384,0.3888888888888889,0.875,0.5384615342011835,0.4776923358440399,1,0.6884490865118363
0.5069444444444444,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.4458802044391632,2,0.6711273900434083
0.5347222222222223,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.41687777638435364,3,0.6559719151141596
0.48611111111111116,0.46153846153846156,0.36363636363636365,1.0,0.5333333294222222,0.42330020666122437,4,0.6409843832838769
0.5208333333333334,0.46153846153846156,0.36363636363636365,1.0,0.5333333294222222,0.35646480321884155,5,0.6243743341343075
0.5208333333333333,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.30177491903305054,6,0.6254546133910909
0.5208333333333334,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.3273446261882782,7,0.6189406666101194
0.5416666666666667,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.2626296281814575,8,0.6173138396412718
0.5138888888888888,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.2799581289291382,9,0.6159672924116546
0.5416666666666667,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.27107590436935425,10,0.6180627205792595
