AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6666666666666666,0.6153846153846154,0.4444444444444444,1.0,0.6153846111242604,1.1930768427625915e-17,1,1.4600632319263382
0.6597222222222222,0.5769230769230769,0.4117647058823529,0.875,0.5599999956480001,0.37200045585632324,2,2.097507224363439
0.6944444444444444,0.6538461538461539,0.4666666666666667,0.875,0.6086956476370511,0.3246920108795166,3,0.6347640448925542
0.6736111111111112,0.6153846153846154,0.4375,0.875,0.583333328888889,0.30322688817977905,4,0.6282481773226869
0.6875,0.6538461538461539,0.47058823529411764,1.0,0.639999995648,0.3967895805835724,5,0.6423709474357904
0.6736111111111112,0.6153846153846154,0.4444444444444444,1.0,0.6153846111242604,0.36676281690597534,6,0.6363313168871636
0.7083333333333334,0.6538461538461539,0.4666666666666667,0.875,0.6086956476370511,0.20876963436603546,7,0.6249023734354505
0.7222222222222222,0.6923076923076923,0.5,0.875,0.6363636317355372,0.29492396116256714,8,0.6300710147502375
0.7083333333333334,0.7692307692307693,0.625,0.625,0.624999995,0.3644119203090668,9,0.6331390037256128
0.736111111111111,0.8076923076923077,0.7142857142857143,0.625,0.6666666616888889,0.3775624930858612,10,0.6443187197049459
