AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6458333333333333,0.6153846153846154,0.4375,0.875,0.583333328888889,0.4649791121482849,1,0.6849732252897001
0.3958333333333333,0.4230769230769231,0.3333333333333333,0.875,0.48275861669441145,0.3950914740562439,2,0.666793904468125
0.5625,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.37366190552711487,3,0.6467622892529357
0.5,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.34474992752075195,4,0.6324974029671913
0.5208333333333333,0.5,0.3684210526315789,0.875,0.5185185143484226,0.35837501287460327,5,0.6236898881547591
0.6388888888888888,0.46153846153846156,0.36363636363636365,1.0,0.5333333294222222,0.3361266553401947,6,0.6216369937447941
0.5902777777777777,0.5,0.38095238095238093,1.0,0.5517241339357908,0.32175177335739136,7,0.619385934343525
0.5138888888888888,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.28816843032836914,8,0.618293821811676
0.7916666666666667,0.6538461538461539,0.47058823529411764,1.0,0.639999995648,0.36461588740348816,9,0.6142614308525535
0.4583333333333333,0.5,0.3684210526315789,0.875,0.5185185143484226,0.2191421240568161,10,0.6145712452776292
