AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.7539682539682541,0.88,1.0,0.5714285714285714,0.7272727226446282,0.43983808159828186,1,2.4277070563973733
0.746031746031746,0.88,1.0,0.5714285714285714,0.7272727226446282,0.38968703150749207,2,0.6487276015929806
0.7539682539682541,0.88,1.0,0.5714285714285714,0.7272727226446282,0.3834342658519745,3,0.6347157648466166
0.7539682539682541,0.88,1.0,0.5714285714285714,0.7272727226446282,0.35697171092033386,4,0.6281515938564411
0.746031746031746,0.84,0.8,0.5714285714285714,0.6666666618055556,0.391051322221756,5,0.6301418022044654
0.7539682539682541,0.88,1.0,0.5714285714285714,0.7272727226446282,0.39468738436698914,6,0.6379112809607126
0.746031746031746,0.84,0.8,0.5714285714285714,0.6666666618055556,0.370336651802063,7,0.6261806453315957
0.746031746031746,0.84,0.8,0.5714285714285714,0.6666666618055556,0.33267492055892944,8,0.6316556762723089
0.746031746031746,0.84,0.8,0.5714285714285714,0.6666666618055556,0.276681125164032,9,0.6313105341300224
0.753968253968254,0.8,0.625,0.7142857142857143,0.6666666616888889,0.3980322778224945,10,0.6349550763380181
