,AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0,0.7916666666666667,0.6538461538461539,0.47058823529411764,1.0,0.639999995648,0.36461588740348816,9.0,0.6142614308525535
1,0.7083333333333333,0.5384615384615384,0.4,1.0,0.5714285673469389,0.34874576330184937,5.0,0.628636858626908
2,0.5972222222222222,0.5384615384615384,0.3888888888888889,0.875,0.5384615342011835,0.4776923358440399,1.0,0.6884490865118363
3,0.7619047619047619,0.88,1.0,0.5714285714285714,0.7272727226446282,0.39352867007255554,5.0,0.6451335126913867
4,0.7058823529411765,0.8,0.8,0.5,0.6153846106508877,0.42577269673347473,3.0,0.6639859907835433
Mean,0.7130018674136321,0.6821538461538461,0.6118954248366013,0.7892857142857143,0.6185094860983277,0.40207107067108155,4.6,0.6480933758932454
Std,0.07425808486044128,0.15421340780855924,0.2741385600470328,0.23837780851378917,0.07232796137161525,0.05147765192774966,2.9664793948382653,0.02921076833604421
