AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.45588235294117646,0.36,0.3333333333333333,1.0,0.4999999962500001,0.5004414916038513,1,0.7044457862678083
0.6029411764705882,0.6,0.42857142857142855,0.75,0.5454545408264463,0.4538930356502533,2,0.6846247587389159
0.6176470588235294,0.6,0.42857142857142855,0.75,0.5454545408264463,0.3867019712924957,3,0.6645324085522624
0.6764705882352942,0.68,0.5,0.875,0.6363636317355372,0.36605027318000793,4,0.6380446964097255
0.6176470588235294,0.56,0.4,0.75,0.5217391258979208,0.33931484818458557,5,0.6282858727047744
0.8088235294117647,0.84,0.75,0.75,0.749999995,0.3940364122390747,6,0.6199375859742026
0.625,0.76,0.6666666666666666,0.5,0.5714285665306124,0.39179864525794983,7,0.6132067314629416
0.6029411764705883,0.48,0.3684210526315789,0.875,0.5185185143484226,0.1968451291322708,8,0.6122701862483348
0.8088235294117647,0.84,0.8333333333333334,0.625,0.7142857093877552,0.33490726351737976,9,0.618476165729819
0.5588235294117647,0.56,0.4,0.75,0.5217391258979208,0.32008102536201477,10,0.6077932200385529
