AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.5416666666666666,0.5,0.38095238095238093,1.0,0.5517241339357908,0.46413978934288025,1,0.6849727104691898
0.5069444444444444,0.4230769230769231,0.34782608695652173,1.0,0.5161290284287201,0.365293025970459,2,0.6667989474885604
0.6527777777777778,0.5769230769230769,0.42105263157894735,1.0,0.5925925884224966,0.359708309173584,3,0.6467564585162144
0.5138888888888888,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.35955604910850525,4,0.6325131140503228
0.6111111111111112,0.5384615384615384,0.3888888888888889,0.875,0.5384615342011835,0.2604959011077881,5,0.6236757688662585
0.6180555555555556,0.5384615384615384,0.3888888888888889,0.875,0.5384615342011835,0.3328245282173157,6,0.6215685535879696
0.6805555555555556,0.5384615384615384,0.4,1.0,0.5714285673469389,0.2536681890487671,7,0.6193624547883576
0.5069444444444444,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.2978043258190155,8,0.6183297879555646
0.7152777777777778,0.7307692307692307,0.5454545454545454,0.75,0.6315789424930748,0.5220075845718384,9,0.614150908647799
0.5555555555555556,0.5384615384615384,0.3888888888888889,0.875,0.5384615342011835,0.1196400374174118,10,0.6146435784358605
