AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.5873015873015873,0.44,0.3333333333333333,1.0,0.4999999962500001,0.5005108118057251,1,0.6993036866188049
0.5238095238095237,0.64,0.4,0.5714285714285714,0.470588230449827,0.48811468482017517,2,0.6843874813283531
0.6507936507936508,0.6,0.4,0.8571428571428571,0.5454545411157026,0.4451552927494049,3,0.6724527466644361
0.6428571428571428,0.76,0.5714285714285714,0.5714285714285714,0.5714285664285715,0.4332068860530853,4,0.6606446006923046
0.5555555555555556,0.4,0.3181818181818182,1.0,0.48275861702734846,0.33777788281440735,5,0.64369376770501
0.5317460317460317,0.48,0.35,1.0,0.5185185146776405,0.3140268325805664,6,0.6308554144738947
0.33333333333333326,0.36,0.30434782608695654,1.0,0.46666666308888893,0.05588119104504585,7,0.629182476441837
0.5476190476190477,0.44,0.3333333333333333,1.0,0.4999999962500001,0.22194123268127441,8,0.623245732876861
0.5873015873015872,0.4,0.3181818181818182,1.0,0.48275861702734846,0.20191961526870728,9,0.6233930639850284
0.5,0.36,0.30434782608695654,1.0,0.46666666308888893,0.20493100583553314,10,0.617609017682307
