AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.6875,0.5769230769230769,0.42105263157894735,1.0,0.5925925884224966,0.2734937369823456,1,0.642930970472448
0.5902777777777778,0.5769230769230769,0.4,0.75,0.5217391258979208,0.2380158007144928,2,0.610026091337204
0.5069444444444444,0.3076923076923077,0.3076923076923077,1.0,0.4705882316955018,0.3114336431026459,3,0.5839077181675855
0.4513888888888889,0.5,0.35294117647058826,0.75,0.47999999564800006,0.2941260039806366,4,0.6069427687747806
0.5902777777777778,0.5384615384615384,0.4,1.0,0.5714285673469389,0.15369141101837158,5,0.5580800251633513
0.5277777777777778,0.38461538461538464,0.3333333333333333,1.0,0.4999999962500001,0.17838339507579803,6,0.5793508075031579
0.5277777777777778,0.5384615384615384,0.375,0.75,0.49999999555555563,0.38158732652664185,7,0.549303247648127
0.5833333333333334,0.46153846153846156,0.35,0.875,0.4999999959183673,0.09842702001333237,8,0.5345922141682868
0.4722222222222222,0.34615384615384615,0.32,1.0,0.4848484811753903,0.11985015869140625,9,0.5525322357813517
0.4930555555555556,0.34615384615384615,0.32,1.0,0.4848484811753903,0.06638378649950027,10,0.5430111528611651
