AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.7857142857142856,0.84,0.7142857142857143,0.7142857142857143,0.7142857092857143,0.28048714995384216,1,0.6407588859206265
0.7460317460317459,0.8,0.625,0.7142857142857143,0.6666666616888889,0.35375887155532837,2,0.6222836363662794
0.7936507936507936,0.84,0.6666666666666666,0.8571428571428571,0.7499999950781251,0.3578295409679413,3,0.6141146363563907
0.8253968253968255,0.76,0.5384615384615384,1.0,0.6999999954500001,0.22089923918247223,4,0.6033295688119907
0.8650793650793651,0.8,0.6,0.8571428571428571,0.7058823480968859,0.16434161365032196,5,0.6156232432254309
0.8095238095238095,0.84,0.7142857142857143,0.7142857142857143,0.7142857092857143,0.27342095971107483,6,0.6204719583965043
0.8253968253968254,0.84,0.6363636363636364,1.0,0.7777777730246914,0.31658104062080383,7,0.5890201688970177
0.8968253968253967,0.84,0.6666666666666666,0.8571428571428571,0.7499999950781251,0.41251760721206665,8,0.5771642992797407
0.8253968253968254,0.84,0.7142857142857143,0.7142857142857143,0.7142857092857143,0.46177855134010315,9,0.5896281790964811
0.8333333333333334,0.8,0.5833333333333334,1.0,0.7368421006094183,0.29394060373306274,10,0.5817290538723029
