AUC,ACC,Precision,Recall,F1,Threshold,Epoch,TrainLoss
0.5735294117647058,0.4,0.34782608695652173,1.0,0.5161290284287201,0.30083364248275757,1,0.6285149316185886
0.5294117647058824,0.52,0.3888888888888889,0.875,0.5384615342011835,0.2904616594314575,2,0.6226161776237118
0.5220588235294117,0.64,0.45454545454545453,0.625,0.5263157845983379,0.29758983850479126,3,0.6029851500270436
0.6323529411764706,0.8,0.8,0.5,0.6153846106508877,0.25465041399002075,4,0.6218729447392584
0.7279411764705882,0.64,0.47058823529411764,1.0,0.639999995648,0.15034782886505127,5,0.6013155892057326
0.5661764705882353,0.6,0.42857142857142855,0.75,0.5454545408264463,0.3578806519508362,6,0.6055286486171981
0.6323529411764706,0.72,0.5555555555555556,0.625,0.5882352891349482,0.19574885070323944,7,0.5681296459679465
0.551470588235294,0.36,0.3333333333333333,1.0,0.4999999962500001,0.15831492841243744,8,0.5790466695155913
0.588235294117647,0.8,1.0,0.375,0.5454545414876033,0.5259979367256165,9,0.5586607780271363
0.4411764705882353,0.36,0.3333333333333333,1.0,0.4999999962500001,0.26587823033332825,10,0.5563426908937473
