AUC,ACC,Precision,Recall,F1,Threshold,TrainLoss,Epoch
0.6794871794871795,0.7368421052631579,0.5555555555555556,0.8333333333333334,0.6666666618666668,0.28714630007743835,0.6540328491939588,1
0.5384615384615384,0.5789473684210527,0.4166666666666667,0.8333333333333334,0.5555555511111112,0.3982812762260437,0.6840274514776937,2
0.5512820512820513,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.32592812180519104,0.6311692736122045,3
0.5512820512820513,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.3408010005950928,0.6330814723218425,4
0.5641025641025641,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.31775790452957153,0.6281563961104061,5
0.5384615384615384,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.33937743306159973,0.6213335441739372,6
0.5512820512820513,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.3012770116329193,0.6148351430892944,7
0.5641025641025641,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.33371472358703613,0.6161192354191555,8
0.5897435897435898,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.300184965133667,0.6111076963081788,9
0.6666666666666667,0.7894736842105263,0.75,0.5,0.5999999952,0.2860357165336609,0.6153159610341105,10
0.6538461538461539,0.7368421052631579,0.5714285714285714,0.6666666666666666,0.6153846104142012,0.41376587748527527,0.609590251124307,11
0.6410256410256411,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.31246060132980347,0.621964784150713,12
0.6538461538461539,0.7894736842105263,0.75,0.5,0.5999999952,0.23143717646598816,0.5892597008287237,13
0.5769230769230769,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.33699172735214233,0.5962445113096344,14
0.6282051282051282,0.631578947368421,0.45454545454545453,0.8333333333333334,0.5882352895501731,0.2981332540512085,0.5989899702286452,15
0.717948717948718,0.7368421052631579,0.5555555555555556,0.8333333333333334,0.6666666618666668,0.33038315176963806,0.5717284582304151,16
0.6923076923076923,0.7894736842105263,0.6666666666666666,0.6666666666666666,0.6666666616666668,0.2981864809989929,0.575200326714581,17
0.7564102564102565,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.31863266229629517,0.5761179014872969,18
0.7435897435897436,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.29299673438072205,0.5539351857445213,19
0.7435897435897436,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.29578495025634766,0.574159314255544,20
0.7435897435897435,0.8421052631578947,0.8,0.6666666666666666,0.7272727223140496,0.20005780458450317,0.5465129287390227,21
0.6538461538461539,0.7894736842105263,0.75,0.5,0.5999999952,0.20404745638370514,0.5423537252544101,22
0.7307692307692308,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.36828872561454773,0.5340711821833354,23
0.7179487179487178,0.7894736842105263,0.625,0.8333333333333334,0.7142857093877552,0.23087337613105774,0.5544973648822961,24
0.7435897435897436,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.26805204153060913,0.5526928915066666,25
0.7564102564102565,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.24810415506362915,0.5434605975248171,26
0.7179487179487178,0.7894736842105263,0.625,0.8333333333333334,0.7142857093877552,0.11314772814512253,0.5042041707940902,27
0.7564102564102565,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.2549300491809845,0.5504626301169563,28
0.7307692307692308,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.3126286268234253,0.5189766415817175,29
0.7564102564102565,0.8421052631578947,0.7142857142857143,0.8333333333333334,0.7692307642603551,0.3945791721343994,0.4933622045798248,30
