AUC,ACC,Precision,Recall,F1,Threshold,TrainLoss,Epoch
0.2857142857142857,0.28,0.28,1.0,0.4374999965820313,0.037393271923065186,0.6367578379158835,1
0.19047619047619047,0.28,0.28,1.0,0.4374999965820313,0.1665157675743103,0.6369609722813356,2
0.19047619047619047,0.28,0.28,1.0,0.4374999965820313,0.11905951797962189,0.6222169156213408,3
0.24603174603174602,0.28,0.28,1.0,0.4374999965820313,0.10851876437664032,0.624308962266422,4
0.2777777777777778,0.28,0.28,1.0,0.4374999965820313,0.2000240981578827,0.6285423161914048,5
0.2857142857142857,0.32,0.2916666666666667,1.0,0.45161289972944857,0.10548003762960434,0.6167231757663986,6
0.3174603174603175,0.32,0.2916666666666667,1.0,0.45161289972944857,0.18641936779022217,0.6225412696310617,7
0.31746031746031744,0.32,0.2916666666666667,1.0,0.45161289972944857,0.1496693640947342,0.620792328732685,8
0.29365079365079366,0.32,0.2916666666666667,1.0,0.45161289972944857,0.07131233811378479,0.6211723413282227,9
0.3492063492063492,0.32,0.2916666666666667,1.0,0.45161289972944857,0.17313842475414276,0.6201814598250157,10
0.373015873015873,0.32,0.2916666666666667,1.0,0.45161289972944857,0.12610454857349396,0.6333670344167542,11
0.3174603174603175,0.32,0.2916666666666667,1.0,0.45161289972944857,0.021027591079473495,0.6245161213921112,12
0.3253968253968254,0.32,0.2916666666666667,1.0,0.45161289972944857,0.07711540162563324,0.6260826124728305,13
0.30952380952380953,0.32,0.2916666666666667,1.0,0.45161289972944857,0.022196916863322258,0.622997441338104,14
0.3571428571428571,0.32,0.2916666666666667,1.0,0.45161289972944857,0.1700880229473114,0.6122131897407828,15
0.3968253968253968,0.32,0.2916666666666667,1.0,0.45161289972944857,0.13533708453178406,0.6327832462718186,16
0.40476190476190477,0.32,0.2916666666666667,1.0,0.45161289972944857,0.1288299858570099,0.6226382602765722,17
0.3333333333333333,0.32,0.2916666666666667,1.0,0.45161289972944857,0.03036382980644703,0.61758522443401,18
0.380952380952381,0.32,0.2916666666666667,1.0,0.45161289972944857,0.1630285531282425,0.6245497117922144,19
0.3412698412698412,0.32,0.2916666666666667,1.0,0.45161289972944857,0.053593773394823074,0.6235890764634586,20
0.3968253968253968,0.28,0.28,1.0,0.4374999965820313,0.19430628418922424,0.6109357013285739,21
0.2698412698412698,0.28,0.28,1.0,0.4374999965820313,0.01167489867657423,0.6192185427378682,22
0.4047619047619047,0.32,0.2916666666666667,1.0,0.45161289972944857,0.15568991005420685,0.6207942719598418,23
0.38888888888888884,0.32,0.2916666666666667,1.0,0.45161289972944857,0.09933257102966309,0.6168248034217982,24
0.3650793650793651,0.32,0.2916666666666667,1.0,0.45161289972944857,0.05869048833847046,0.6232463781116078,25
0.39682539682539686,0.32,0.2916666666666667,1.0,0.45161289972944857,0.18622919917106628,0.6160286526078159,26
0.6111111111111112,0.48,0.35,1.0,0.5185185146776405,0.3549642264842987,0.6320381187698216,27
0.39682539682539675,0.32,0.2916666666666667,1.0,0.45161289972944857,0.12301420420408249,0.6273645839644867,28
0.23809523809523808,0.28,0.28,1.0,0.4374999965820313,0.00011881913087563589,0.6125432414915956,29
0.33333333333333337,0.32,0.2916666666666667,1.0,0.45161289972944857,0.02242285944521427,0.6126484309585349,30
