AUC,ACC,Precision,Recall,F1,Threshold,TrainLoss,Epoch
0.34558823529411764,0.32,0.32,1.0,0.4848484811753903,0.22582127153873444,0.6504473257990717,1
0.6029411764705882,0.4,0.34782608695652173,1.0,0.5161290284287201,0.23473162949085236,0.613065589978857,2
0.6102941176470589,0.6,0.4375,0.875,0.583333328888889,0.29546454548835754,0.6272427862130322,3
0.625,0.64,0.46153846153846156,0.75,0.5714285667120181,0.14687755703926086,0.6117058159078209,4
0.5808823529411764,0.64,0.45454545454545453,0.625,0.5263157845983379,0.18462258577346802,0.6153714054996527,5
0.5661764705882353,0.36,0.3333333333333333,1.0,0.4999999962500001,0.22195500135421753,0.6151725221606135,6
0.5220588235294118,0.56,0.4,0.75,0.5217391258979208,0.360538125038147,0.6100782277514634,7
0.5661764705882353,0.44,0.35,0.875,0.4999999959183673,0.15309394896030426,0.6062077318580406,8
0.5588235294117647,0.52,0.375,0.75,0.49999999555555563,0.15512721240520477,0.6040912635118059,9
0.588235294117647,0.52,0.375,0.75,0.49999999555555563,0.19307133555412292,0.6045818647134651,10
0.5588235294117647,0.52,0.375,0.75,0.49999999555555563,0.17362543940544128,0.6154181158658371,11
0.5808823529411764,0.44,0.35,0.875,0.4999999959183673,0.09688171744346619,0.6119432107916156,12
0.7426470588235294,0.8,0.6666666666666666,0.75,0.7058823479584776,0.27213212847709656,0.612636356099138,13
0.7132352941176471,0.76,0.6,0.75,0.6666666617283951,0.27812618017196655,0.6232320284380496,14
0.6911764705882353,0.68,0.5,0.75,0.5999999952,0.3698367178440094,0.6099836768455875,15
0.625,0.64,0.46153846153846156,0.75,0.5714285667120181,0.2878759801387787,0.6262660333253804,16
0.6764705882352942,0.68,0.5,0.75,0.5999999952,0.309779554605484,0.6068972476477762,17
0.6838235294117647,0.72,0.5555555555555556,0.625,0.5882352891349482,0.25212544202804565,0.6096951730042985,18
0.6985294117647058,0.76,0.6,0.75,0.6666666617283951,0.295524001121521,0.618218548668241,19
0.6470588235294118,0.8,0.8,0.5,0.6153846106508877,0.30161410570144653,0.6106763030718831,20
0.6470588235294117,0.68,0.5,0.75,0.5999999952,0.2794944643974304,0.6147385303256581,21
0.5073529411764706,0.68,0.5,0.5,0.4999999950000001,0.2729441523551941,0.613779036744127,22
0.5147058823529411,0.44,0.36363636363636365,1.0,0.5333333294222222,0.31592440605163574,0.605755771248086,23
0.5735294117647058,0.36,0.3333333333333333,1.0,0.4999999962500001,0.2697322368621826,0.60472331174369,24
0.6176470588235294,0.72,0.5714285714285714,0.5,0.5333333283555556,0.16454222798347473,0.6076411263456623,25
0.7647058823529411,0.8,0.6666666666666666,0.75,0.7058823479584776,0.24579745531082153,0.6153423138035153,26
0.5955882352941176,0.64,0.45454545454545453,0.625,0.5263157845983379,0.41778725385665894,0.6256835958332692,27
0.40441176470588236,0.36,0.3333333333333333,1.0,0.4999999962500001,0.3500182628631592,0.6247157541293542,28
0.6470588235294118,0.8,0.8,0.5,0.6153846106508877,0.3655632734298706,0.6270418537473216,29
0.6029411764705883,0.56,0.4,0.75,0.5217391258979208,0.3146514892578125,0.6110354152697961,30
